Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
GSICO-high-rate,25.81797218322754,0.8822985887527466,0.14708615839481354,13359784,
GSICO-low-rate,25.735336303710938,0.8791397213935852,0.15053141117095947,10874965,
