Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
GSICO-high-rate,24.778583526611328,0.7385414242744446,0.23970527946949005,33196221,
GSICO-low-rate,24.469858169555664,0.7168276309967041,0.2494443655014038,30539001,
