Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
GSICO-high-rate,26.111953735351562,0.7441930770874023,0.2515469193458557,28940176,
GSICO-low-rate,25.810182571411133,0.7254095077514648,0.26211732625961304,26555935,
