Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
GSICO-3DGS-low-rate,21.529512405395508,0.6040412187576294,0.3382408320903778,36035487,2899970
GSICO-3DGS-high-rate,21.45786476135254,0.5995934009552002,0.34130123257637024,30354005,2899970
GSICO-Scaffold-low-rate,21.093708038330078,0.5727717876434326,0.3584231436252594,25222582,699904
GSICO-Scaffold-high-rate,20.7788028717041,0.5515093207359314,0.367587685585022,23099720,699904
