Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
GSICO-high-rate,26.90906524658203,0.8424714207649231,0.13533611595630646,25711794,
GSICO-low-rate,26.666685104370117,0.8289657235145569,0.14357173442840576,23689649,
