Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
GSICO-high-rate,29.015199661254883,0.9024021029472351,0.2096005082130432,10020065,
GSICO-low-rate,28.923656463623047,0.8994333148002625,0.21205194294452667,9324467,
