Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
GSICO-high-rate,22.89472007751465,0.6273529529571533,0.33511900901794434,28765743,
GSICO-low-rate,22.784427642822266,0.6170778870582581,0.3405996561050415,26565307,
