Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
GSICO-high-rate,30.728166580200195,0.9097223877906799,0.25637590885162354,5585542,
GSICO-low-rate,30.651262283325195,0.9081240296363831,0.258272647857666,5176055,
