Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
GSICO-high-rate,29.63071632385254,0.9039513468742371,0.256076842546463,6973170,
GSICO-low-rate,29.546358108520508,0.901206374168396,0.2590774893760681,6436083,
